AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM,
29.87,40.88,55.21,58.18,24.1,77.21,32.38,40.79,164.12,29.27,131.85,20.4,64.94,41.49,28.87,63.59,84.13,37.1,31.39,16.55,18.56,61.58,49.87,30.85,70.3,22.01,31.25,37.23,54.11,68.84,
30.23,40.8,54.96,58.05,24.18,77.65,32.28,40.29,166.7,29.13,132.57,20.59,64.91,41.53,28.84,62.89,83.9,37.06,30.96,16.54,18.5,61.37,50.26,31.01,70.49,22.04,31.25,37.13,54.3,68.77,
30.1,40.52,54.13,56.99,23.94,76.99,32.25,39.35,168.84,28.93,130.9,20.4,64.41,41.67,28.5,62.44,82.67,36.54,30.48,16.52,18.19,60.63,49.86,30.48,69.41,21.87,30.97,36.72,53.45,68.19,
30.57,40.92,56.18,58.55,24.69,79.06,32.07,41.56,173.08,28.67,132.45,20.88,64.68,42.85,28.52,62.78,83.02,37.01,30.95,16.34,18.93,61.12,49.81,31.53,71.63,22.04,31.11,37.3,54.23,69.15,
30.63,40.83,58.02,59.25,24.58,79.62,31.99,43.41,176.14,28.88,130.85,20.87,63.93,43.68,28.18,62.3,82.5,37.16,30.96,16.4,18.66,61.14,48.63,31.48,70.56,21.78,31.17,37,53.69,69.42,
30.14,41.49,59.78,59.43,24.42,79.63,31.82,44.18,174.26,28.78,130,20.8,64.45,43.92,28.17,61.45,83.67,37.66,30.77,16.3,18.6,60.85,47.94,31.79,70.19,21.49,29.84,36.72,53.57,70.02,
30.08,41.98,62.2,59.67,24.53,79.33,31.83,44.2,177.67,29.12,129.55,20.6,63.99,44.79,28.1,61.9,83.73,37.72,30.45,16.46,18.53,60.52,48.63,33.01,70.49,21.69,29.67,36.94,53.6,69.8,
30.28,41.95,61.6,60.34,24.66,79.47,31.88,44.36,174.31,28.98,130.85,20.83,64.21,44.68,27.58,61.84,84.32,37.7,30.66,16.43,18.68,60.44,48.56,32.7,70.63,21.75,29.68,36.99,53.33,69.52,
30.02,41.47,60.87,64.13,24.59,80.88,31.36,43.81,171.56,28.16,129.48,20.95,64.22,44.53,28.14,62.32,83.98,37.85,30.27,16.23,18.83,60.2,48.54,32.92,72.16,21.69,29.81,37.05,54.21,70.3,
29.67,42.02,60.43,62.24,24.2,80.41,30.82,43.95,167.82,27.98,130.51,20.61,64.56,43.49,28.44,62.66,84.05,37.55,30.07,16.2,18.77,60.89,48.85,32.05,71.74,21.59,29.83,36.74,54.73,69.95,
30.09,42.15,61.16,62.33,24.64,79.8,31.29,43.79,169.07,28.13,130.23,20.96,64.97,44.25,28.52,62.59,83.78,38.93,30.35,16.35,19.21,61.52,49.02,32.54,72.56,21.79,29.8,37.08,55.01,69.67,
29.92,42.68,61.56,61.98,24.95,79.55,31.02,43.48,168.53,28.3,132.31,21.48,65.1,44.69,28.57,62.65,83.5,39.99,30.96,16.25,19.38,61.58,49.28,33.32,72.81,21.86,29.19,37.11,54.21,69.68,
29.42,42.39,60.82,60.12,24.4,79.23,30.6,42.71,165.21,28.57,131.78,20.8,64.56,43.68,28.15,62.28,83.37,39.47,30.86,16.1,19.49,60.82,48.79,33.75,71.99,21.54,28.59,36.6,53.68,69.11,
30.72,42.96,60.65,60.93,24.85,79.68,31.01,43.69,166.86,28.88,134.14,21.05,65.35,43.28,28.21,63.48,85.12,40.62,31.1,16.18,20,61.72,49.43,35.13,72.29,21.96,29.2,36.74,54.03,69.27,
30.25,42.98,60.2,59.76,24.41,78.15,31.19,43.24,167.79,28.66,130.25,21.08,65.15,43.4,27.75,63.01,84.72,41.03,30.59,16.05,19.94,60.45,48.93,34.55,71.43,21.86,28.71,36.95,53.86,68.03,
29.72,42.16,59.2,56.85,23.98,76.24,30.61,40.83,160.87,28.48,129,20.84,63.97,40.54,27.19,63.2,82.7,40.08,30.01,15.91,19.24,59.84,48.95,33.1,70.13,21.11,28.64,36.45,52.92,66.7,
28.25,38.59,57.77,54.25,22.97,74.59,29.98,39.53,154.12,27.72,125.5,19.91,63.2,39.16,27.12,63.39,81.48,38.87,28.96,15.75,18.96,60.31,48.31,33.16,69.08,20.68,28.37,35.99,52.94,66.1,
29.01,37.79,57.78,55.14,22.99,74.55,29.92,40.46,154.98,27.62,126.12,20.32,63.22,39.21,27.18,63.09,81.83,38.76,29.32,15.92,18.85,60.63,48.89,33,68.59,20.51,28.68,36.67,52.88,65.85,
29.42,38.1,57.71,55.85,22.9,74.15,29.66,40,150.88,27.73,125.75,20,62.79,38.44,27.07,63.81,81.63,38.58,29.5,15.94,18.78,60.69,50.23,32.44,68.47,20.29,28.21,36.17,53.61,65.92,
29.7,38.67,61.93,53.44,23.15,73.7,29.32,40.22,151.5,27.84,126.33,20.24,63.44,39.33,27.26,63.73,82.3,38.64,29.67,16,19,60.81,50.9,33.24,67.61,20.98,27.93,36.7,53.4,65.54,
28.47,37.43,62.56,51.86,22.52,73.24,29.35,38.98,153.29,27.34,123.75,19.92,63.8,39.48,27.09,62.83,80.75,37.97,29.16,15.88,18.63,61.68,50.27,33.43,67.37,20.66,27.42,36.4,52.61,64.96,
27.44,37.66,60.6,52.24,22.47,72.12,29.55,38.58,148.72,28.01,122.39,19.4,62.86,38.94,27.13,62.43,80.49,38.18,28.18,15.94,18.66,61.55,50.67,33,67.48,20.51,27.51,36.05,53.43,64.43,
